Student_ID,Age,Gender,Grade,Section,Average_Score,Math_Score,Science_Score,Language_Score,Exam_Attendance,Assignments_Completed,Failed_Subjects,Attendance_Percentage,Days_Absent,Late_Coming,Participation_in_Activities,Disciplinary_Actions,Homework_Completion,Class_Engagement,Parent_Education_Level,Family_Income,Siblings_in_School,Parental_Involvement,Dropout_Risk
5425,13,Female,7,A,50.77,76.47,45.46,39.66,1,2,3,50.86,32,14,5,2,55.37,High,Graduate,2394,0,Medium,High
5426,10,Female,11,C,90.36,27.13,75.24,81.81,1,7,2,81.04,12,4,4,4,92.87,Medium,High School,4959,1,Medium,High
5427,15,Male,11,C,58.48,96.13,93.47,52.3,1,12,2,72.72,27,6,2,3,96.13,Medium,High School,4567,1,Medium,High
5428,13,Female,9,A,62.95,70.24,89.06,31.85,1,15,2,66.86,17,10,6,0,60.9,Medium,Illiterate,8646,0,Medium,High
5429,17,Male,6,D,89.26,61.61,51.52,28.56,1,14,1,58.78,36,18,2,1,82.62,Medium,High School,8615,1,Low,High
5430,17,Female,10,A,36.23,50.99,44.87,59.22,1,9,1,50.05,23,12,9,0,84.42,High,High School,5356,3,High,High
5431,12,Male,6,A,57.29,26.16,84.74,63.15,1,16,2,83.79,0,7,7,0,62.24,High,Graduate,9543,0,Medium,High
5432,14,Male,6,D,58.2,30.67,36.41,83.56,1,2,0,92.99,47,14,6,0,71.41,Medium,Post-Graduate,5414,0,Medium,Low
5433,13,Female,9,B,64.71,20.94,77.39,77.18,1,13,2,67.58,28,17,9,2,69.88,Medium,Graduate,5406,1,Low,High
5434,14,Female,8,C,37.43,99.9,86.82,33.37,1,0,3,77.06,26,2,3,1,81.39,High,High School,7251,2,Medium,High
5435,16,Other,8,C,37.19,82.9,87.94,42.15,1,8,3,79.91,13,17,8,3,74.44,High,High School,4023,3,Medium,High
5436,13,Male,8,D,59.15,83.8,20.71,75.5,1,18,3,62.36,23,12,1,3,83.8,High,Post-Graduate,9875,0,Low,High
5437,16,Male,7,C,32.31,78.41,59.99,34.45,1,9,2,74.4,14,6,9,3,54.58,Medium,Graduate,9002,1,Low,High
5438,12,Female,10,D,47.85,58.73,48.61,84.26,1,10,1,83.29,9,2,1,4,64.44,Medium,High School,4105,3,Medium,High
5439,10,Female,7,B,44.08,27.06,98.31,72.59,1,13,2,93.81,23,2,8,1,52.63,Low,Illiterate,9054,3,High,High
5440,17,Male,10,D,64.26,25.78,63.53,62.91,1,15,2,90.34,15,7,4,2,77.67,High,Post-Graduate,7343,2,Low,High
5441,12,Female,11,C,30.78,93.31,54.2,71.54,1,6,3,93.47,30,5,4,2,71.02,High,Graduate,7166,1,Low,High
5442,17,Female,10,C,77.3,20.03,39.55,27.98,1,8,0,99.84,28,14,4,4,98.41,Medium,High School,8764,2,Low,Low
5443,10,Female,10,D,89.89,75.93,87.65,63.84,1,12,0,63.11,8,1,8,2,65.21,High,Post-Graduate,5713,3,Medium,High
5444,16,Other,9,C,79.47,70.29,45.55,56.1,1,6,3,86.33,35,5,3,1,63.82,High,High School,4527,1,Medium,High
5445,10,Male,8,D,87.27,60.1,86.14,61.04,1,0,2,78.07,10,14,5,4,67.69,High,High School,7509,0,High,High
5446,17,Female,7,C,75.03,98.0,91.33,47.01,1,6,2,79.3,18,12,1,3,74.01,Medium,High School,7463,0,High,High
5447,17,Male,11,A,65.52,35.85,24.65,57.45,1,1,3,64.48,15,14,7,0,80.63,Low,Graduate,7954,1,High,High
5448,14,Female,7,B,45.33,82.82,60.8,90.66,1,1,0,92.44,8,15,7,3,67.92,Low,Illiterate,7113,1,High,High
5449,15,Female,9,C,49.57,73.99,53.63,47.59,1,0,0,89.46,43,15,5,0,83.49,Medium,High School,2621,1,Medium,High
5450,12,Other,10,C,52.24,97.95,51.45,23.59,1,8,3,91.07,26,6,8,1,85.99,Medium,High School,7450,0,Medium,High
5451,13,Female,11,C,32.66,94.73,49.72,40.52,1,9,2,99.85,33,6,9,1,87.09,High,High School,5146,1,Medium,High
5452,17,Other,8,D,93.92,30.29,62.56,56.35,1,9,2,65.45,10,12,9,1,92.27,Medium,Graduate,2695,2,Medium,High
5453,12,Female,6,C,93.02,44.62,30.42,62.68,1,4,2,98.74,18,17,9,2,57.66,High,Graduate,9166,2,Low,High
5454,14,Other,6,D,37.54,88.06,89.7,54.17,1,6,1,60.48,7,3,8,1,87.33,Low,Graduate,3940,1,Low,High
5455,10,Female,9,C,68.97,38.29,64.64,86.13,1,9,0,54.53,42,3,2,4,64.78,Low,Illiterate,6581,0,Medium,High
5456,14,Female,8,A,62.73,50.28,47.77,93.21,1,2,0,50.51,47,19,8,2,86.32,High,Graduate,7553,2,Low,High
5457,11,Male,6,A,77.84,70.08,39.44,58.94,1,11,1,61.71,19,13,0,2,51.49,Medium,High School,8354,3,High,High
5458,11,Male,6,B,72.21,65.03,69.33,26.07,1,19,0,65.63,40,19,8,2,60.68,Low,Post-Graduate,6603,2,Low,High
5459,13,Male,11,D,38.7,71.25,82.94,53.68,1,15,3,65.46,10,10,9,2,74.07,Medium,High School,5969,2,High,High
5460,14,Female,11,B,76.21,77.08,55.27,34.5,1,17,1,96.5,12,0,3,3,79.63,Medium,Graduate,7029,1,High,Low
5461,16,Female,7,C,72.62,78.3,98.76,42.68,1,15,0,65.65,16,5,9,1,97.34,High,Illiterate,4709,2,High,High
5462,13,Female,8,C,67.19,79.0,62.85,86.63,1,9,2,82.96,42,15,2,3,62.33,Medium,High School,4870,3,Medium,High
5463,16,Other,6,A,58.17,99.33,98.31,62.82,1,0,3,99.27,42,13,5,4,76.3,Medium,Graduate,8357,2,Medium,High
5464,13,Other,11,B,96.84,48.53,97.01,86.29,1,15,1,64.7,22,3,4,4,74.63,High,Illiterate,3205,3,Medium,High
5465,11,Male,11,C,89.46,23.53,67.98,98.85,1,4,1,98.77,49,10,2,3,84.63,Low,Graduate,9180,2,Medium,Low
5466,13,Male,11,C,70.96,47.91,66.51,63.62,1,11,2,88.13,11,1,7,4,62.17,Medium,Illiterate,9720,3,Low,High
5467,11,Male,7,D,30.45,92.93,28.45,92.98,1,15,1,90.63,8,19,7,3,96.42,Medium,High School,8199,0,Low,High
5468,17,Male,8,C,60.25,26.67,94.34,74.68,1,13,0,78.43,26,3,9,2,99.74,High,High School,6137,0,Medium,Low
5469,10,Female,10,B,79.02,71.76,84.26,28.15,1,9,1,88.88,24,1,8,2,94.23,High,High School,8260,0,Low,Low
5470,16,Female,11,A,38.21,53.85,60.04,53.43,1,15,2,80.5,22,7,9,0,85.23,Low,Post-Graduate,7448,1,Medium,High
5471,14,Female,8,A,58.46,93.73,44.51,72.72,1,14,1,74.24,38,8,5,2,83.66,Medium,High School,2233,3,High,High
5472,17,Female,9,C,43.42,94.29,87.08,76.42,1,10,3,92.71,8,16,7,3,87.5,High,Post-Graduate,5257,1,Medium,High
5473,17,Female,7,C,53.67,82.82,43.32,88.85,1,5,3,91.04,41,7,2,4,77.96,Medium,High School,5829,2,High,High
5474,13,Male,10,C,31.87,27.88,63.35,70.98,1,18,0,69.8,24,18,9,3,61.8,High,Illiterate,5728,1,High,High
5475,11,Female,11,D,38.87,21.98,35.91,27.21,1,14,2,52.07,24,6,6,2,94.48,Medium,High School,9913,1,Low,High
5476,12,Male,11,C,61.83,30.93,84.36,31.4,1,12,1,96.3,9,17,8,0,82.84,High,High School,3026,1,Low,Low
5477,16,Male,7,C,92.87,45.75,80.22,46.27,1,18,1,89.12,14,8,7,3,53.95,High,Post-Graduate,9297,2,Medium,Low
5478,17,Male,7,D,64.34,39.31,43.34,43.52,1,0,3,92.89,36,11,1,3,74.86,High,Graduate,8225,3,Medium,High
5479,13,Female,6,B,61.72,49.58,29.39,37.73,1,9,2,51.19,43,16,4,2,72.39,High,Post-Graduate,6244,0,High,High
5480,15,Male,11,D,85.13,31.45,34.17,69.38,1,10,2,93.7,2,7,1,1,54.75,High,Graduate,3983,3,High,High
5481,10,Male,8,A,48.75,80.2,69.31,54.38,1,11,3,73.44,23,18,8,2,68.28,Low,Graduate,5089,3,Low,High
5482,10,Female,7,D,36.65,87.62,32.0,74.8,0,13,0,95.52,23,4,7,2,60.39,Low,Graduate,4388,0,Medium,High
5483,12,Female,7,D,44.67,59.04,45.61,50.96,1,15,1,84.61,8,6,0,0,52.21,Low,Graduate,5908,3,Medium,High
5484,11,Male,9,B,85.39,96.52,87.14,41.93,1,6,3,71.28,49,11,3,4,51.1,High,Graduate,5903,3,Medium,High
5485,13,Male,9,B,77.39,29.63,26.54,64.04,1,3,2,56.19,32,14,5,1,63.94,High,Graduate,4871,2,Medium,High
5486,16,Female,9,C,36.41,28.47,66.49,27.74,1,15,0,77.88,13,10,0,1,54.58,High,High School,7491,3,Medium,High
5487,11,Male,7,D,76.7,36.03,51.99,99.09,1,18,3,85.45,2,7,5,4,92.11,Medium,Graduate,8619,3,Medium,High
5488,10,Other,10,B,95.21,98.55,29.63,72.45,1,2,2,95.2,5,17,5,4,98.79,High,Graduate,5078,2,Medium,High
5489,11,Female,8,A,33.15,53.32,60.75,29.77,1,8,1,94.27,15,13,4,2,73.19,High,Post-Graduate,4775,3,High,High
5490,10,Male,7,C,73.15,93.93,61.33,69.79,1,16,1,62.93,34,12,0,4,79.49,High,High School,2593,2,Medium,High
5491,11,Male,6,D,56.54,36.16,50.25,25.95,1,3,0,53.75,16,8,5,1,97.48,High,High School,8917,2,Medium,High
5492,12,Male,11,A,65.07,87.69,24.43,60.5,1,8,0,73.49,4,19,3,0,87.52,High,Graduate,5987,2,Medium,High
5493,14,Male,10,B,66.97,44.8,36.55,43.27,1,13,2,63.82,21,8,0,3,75.46,High,High School,2338,1,Low,High
5494,12,Male,10,C,83.97,78.75,52.38,76.06,1,11,1,65.87,15,1,9,4,71.3,Medium,Illiterate,5656,2,Medium,High
5495,12,Female,8,A,68.99,97.96,42.18,58.97,1,18,1,83.37,12,6,0,4,87.33,High,Graduate,5114,1,Medium,Low
5496,14,Male,10,D,71.52,94.64,32.84,82.87,1,10,1,87.33,42,1,1,1,66.11,High,Graduate,3796,3,Medium,Low
5497,14,Female,8,A,53.3,86.51,58.96,38.38,1,3,0,86.68,11,13,8,2,87.5,Medium,Illiterate,6022,0,Low,Low
5498,17,Female,10,C,38.82,24.02,51.81,72.49,1,12,0,90.86,9,13,5,0,53.6,Low,Graduate,4558,2,Medium,High
5499,17,Male,11,D,77.79,68.62,73.2,75.03,1,13,1,52.17,9,7,1,1,75.73,High,Illiterate,8843,0,Medium,High
5500,13,Male,8,D,30.03,86.84,64.83,58.2,1,9,1,98.27,47,16,7,0,59.05,High,High School,9344,3,Medium,High
5501,16,Male,9,A,53.01,51.95,33.58,88.66,1,15,2,66.92,13,9,3,4,86.73,High,High School,2878,3,High,High
5502,16,Male,9,C,45.26,78.5,75.01,31.73,1,19,0,68.36,32,1,0,3,98.49,Medium,Post-Graduate,6797,2,Medium,High
5503,13,Female,10,D,57.2,31.05,57.23,80.67,1,19,2,81.6,38,18,3,0,82.76,High,Graduate,7856,3,Medium,High
5504,12,Male,10,C,51.79,34.14,29.08,30.56,1,5,0,61.27,40,15,9,3,86.24,High,Graduate,7449,1,High,High
5505,12,Female,8,B,79.3,71.5,21.48,32.55,0,11,2,83.89,44,0,0,1,58.17,High,Graduate,3783,2,Medium,High
5506,10,Male,8,A,48.21,54.97,70.11,36.12,1,15,2,63.12,40,5,7,0,77.49,High,Graduate,3611,2,Medium,High
5507,10,Female,11,C,69.25,37.46,69.49,72.89,1,7,2,85.09,27,16,0,1,88.94,Low,Graduate,6745,2,Low,High
5508,16,Female,7,B,61.9,42.63,85.64,71.12,1,2,1,90.89,21,12,5,4,92.88,Medium,Post-Graduate,3122,1,Medium,Low
5509,13,Female,9,B,86.07,69.51,80.99,55.67,0,14,3,95.01,17,11,9,4,98.78,Medium,Graduate,3129,2,Medium,High
5510,15,Male,7,C,59.97,78.03,90.2,45.16,1,17,3,70.41,14,18,1,0,87.33,Medium,High School,7608,1,Medium,High
5511,17,Male,7,C,90.47,36.61,43.39,69.02,1,7,3,90.35,16,0,3,3,78.68,Medium,High School,2124,2,Medium,High
5512,15,Female,6,A,30.01,96.42,53.05,31.54,1,8,3,73.25,1,18,5,1,90.73,Low,Illiterate,4846,1,High,High
5513,13,Male,8,A,72.34,20.65,24.95,70.29,1,19,3,62.29,8,6,9,1,62.9,High,Graduate,6957,2,Medium,High
5514,10,Male,6,D,30.69,76.0,52.91,20.96,1,11,2,86.58,12,6,9,2,93.64,Low,High School,5275,1,Medium,High
5515,16,Female,6,A,79.98,43.28,37.58,31.56,1,14,0,64.73,20,5,0,1,89.07,Medium,Graduate,6371,1,Medium,High
5516,16,Female,7,C,46.44,58.28,84.43,76.63,1,11,2,58.54,13,7,7,0,58.34,Medium,Graduate,4418,2,Medium,High
5517,10,Female,6,D,56.6,65.59,72.5,89.92,1,14,1,56.06,40,8,2,2,92.57,Medium,Graduate,3482,1,Medium,High
5518,15,Female,11,B,56.63,64.92,82.54,26.05,1,17,3,69.89,14,5,5,1,91.54,Low,Illiterate,7991,2,Medium,High
5519,11,Female,8,B,89.25,82.1,67.4,71.1,1,2,1,87.3,1,8,6,1,96.25,Low,Graduate,6771,2,Low,Low
5520,11,Female,7,C,37.15,85.91,67.83,24.95,1,17,1,90.7,26,10,3,0,95.05,Medium,Illiterate,4376,2,High,High
5521,10,Female,8,D,76.68,25.87,38.82,90.32,1,7,1,91.73,33,0,3,1,66.42,Medium,Post-Graduate,7453,2,Low,Low
5522,11,Female,11,D,98.69,76.24,73.59,51.33,1,17,2,71.4,20,0,1,0,75.57,Low,Graduate,7503,2,Medium,High
5523,14,Female,10,A,31.57,51.92,31.52,79.29,1,9,3,51.89,36,12,1,2,90.29,Medium,High School,3413,0,Medium,High
5524,13,Male,6,B,97.61,85.49,42.07,33.82,1,6,2,58.92,47,10,0,1,88.48,Low,Illiterate,7705,2,Medium,High
5525,13,Male,7,B,31.29,68.71,34.4,88.91,1,1,0,59.77,12,4,6,2,90.36,Medium,High School,2643,3,Medium,High
5526,10,Female,9,A,88.88,20.82,95.96,54.33,1,17,0,75.19,41,15,0,4,61.64,Low,Post-Graduate,5923,0,High,Low
5527,12,Female,8,B,97.29,73.32,91.85,36.71,1,9,3,95.79,6,15,4,1,89.68,Medium,Graduate,6469,1,Medium,High
5528,17,Male,11,A,99.51,94.06,89.99,65.8,1,18,2,56.51,34,14,4,2,55.08,High,Graduate,4785,1,Medium,High
5529,15,Female,6,B,62.14,26.65,96.81,43.05,1,2,0,51.68,23,2,8,3,74.19,High,Illiterate,8835,0,High,High
5530,10,Male,8,B,90.69,59.54,69.01,42.96,1,5,0,50.02,46,6,8,3,52.8,High,High School,8287,2,High,High
5531,11,Female,11,B,38.56,70.07,91.58,29.16,1,9,3,95.03,0,10,0,0,72.66,High,High School,3459,0,High,High
5532,15,Female,8,A,59.78,35.67,43.35,37.11,1,19,0,91.11,41,16,5,3,62.26,Medium,Graduate,4786,0,Medium,Low
5533,12,Other,10,B,51.56,72.06,50.78,83.83,1,9,3,98.15,20,18,2,2,75.95,Medium,High School,9494,2,High,High
5534,11,Male,11,B,57.66,23.98,57.36,61.89,0,12,0,85.02,40,4,0,1,85.65,Low,High School,7509,3,Low,Low
5535,16,Female,8,D,79.14,92.45,27.15,48.4,1,9,1,80.53,19,3,7,0,51.55,High,Illiterate,9338,2,High,Low
5536,17,Male,10,B,36.12,81.01,85.98,94.35,1,18,0,56.16,18,17,9,0,63.17,Medium,High School,5326,0,High,High
5537,14,Male,10,C,99.87,95.28,29.53,83.79,1,13,2,78.78,20,7,5,4,57.49,Medium,Graduate,8174,0,Low,High
5538,11,Male,10,B,74.45,53.47,83.97,44.82,1,10,2,89.54,17,5,4,0,59.18,Medium,High School,3327,1,High,High
5539,14,Female,6,B,91.15,22.74,93.78,28.86,1,19,3,93.47,38,12,5,4,79.1,High,Illiterate,8902,3,Medium,High
5540,15,Female,11,D,88.08,47.32,65.43,34.75,1,15,0,93.5,24,1,2,3,53.2,Medium,High School,9718,1,Medium,Low
5541,14,Male,8,D,83.62,61.26,33.27,74.01,0,2,3,65.17,19,14,8,3,85.3,High,Graduate,5994,0,Medium,High
5542,15,Female,8,A,32.75,94.87,54.94,65.05,1,12,1,59.5,36,10,9,3,61.65,High,High School,9552,1,High,High
5543,15,Female,11,A,66.15,90.65,31.11,98.46,1,13,1,57.42,30,5,5,0,98.0,Medium,High School,2488,2,Medium,High
5544,15,Female,10,C,52.97,67.53,29.52,21.08,1,8,1,82.2,20,9,8,2,96.73,Medium,High School,3653,0,Low,Low
5545,15,Other,8,D,37.91,78.38,80.49,90.14,1,3,0,53.5,47,17,5,4,86.59,Medium,Post-Graduate,8027,2,Medium,High
5546,15,Male,8,A,54.01,96.31,51.44,21.14,1,13,2,93.53,15,3,2,4,89.37,High,High School,9985,2,Medium,High
5547,11,Other,10,A,75.14,88.05,20.01,53.98,1,10,0,90.39,6,5,1,0,85.96,High,High School,4732,1,Medium,Low
5548,15,Female,9,A,46.14,72.71,23.88,93.33,1,11,3,50.35,40,12,3,2,86.32,High,Graduate,2862,1,Low,High
5549,11,Male,9,D,61.12,63.2,85.42,72.67,0,16,2,79.38,39,15,0,0,59.01,High,High School,7024,0,Medium,High
5550,15,Male,10,D,58.31,58.08,69.58,66.66,1,15,2,81.66,42,18,4,4,96.32,Low,High School,5779,1,Medium,High
5551,14,Male,6,C,33.67,80.53,87.56,45.08,1,0,1,95.31,31,16,6,2,90.08,High,Post-Graduate,7544,0,Medium,High
5552,16,Male,8,D,73.97,84.7,41.89,97.29,1,15,3,76.74,6,16,3,3,78.64,Low,Illiterate,4962,0,High,High
5553,15,Female,8,D,73.32,37.41,45.15,33.46,1,17,0,52.59,39,11,9,3,58.31,Medium,Graduate,6648,0,Medium,High
5554,12,Female,9,D,97.65,57.92,69.35,41.59,1,10,2,84.17,11,19,3,3,88.8,Low,High School,5563,3,Low,High
5555,15,Female,10,C,50.86,81.69,73.21,56.24,1,1,2,67.48,33,8,2,1,95.42,Medium,Graduate,5353,0,Medium,High
5556,15,Female,11,B,59.33,74.06,22.12,30.1,1,15,2,75.48,17,13,1,1,73.6,Medium,Graduate,6953,3,Medium,High
5557,14,Male,11,B,58.25,67.33,92.58,53.88,1,15,2,61.96,12,17,2,3,54.3,High,Illiterate,3881,3,High,High
5558,17,Female,6,A,94.38,45.9,83.93,23.15,1,3,2,93.02,0,6,8,4,98.38,Medium,Graduate,4643,0,High,High
5559,13,Male,10,B,58.61,68.74,30.55,93.93,1,0,1,79.4,33,14,3,2,58.54,Medium,High School,4769,2,Low,Low
5560,14,Other,9,B,60.99,68.97,20.83,45.77,1,10,1,87.26,0,0,8,4,89.71,Medium,High School,4124,0,Low,Low
5561,12,Male,9,C,47.66,54.59,81.53,70.7,1,6,2,57.52,24,14,3,1,99.21,High,High School,9109,1,Medium,High
5562,13,Other,8,C,30.08,96.82,92.23,89.64,1,5,0,78.25,8,17,9,2,64.59,Medium,High School,7112,0,High,High
5563,10,Male,7,B,37.73,72.25,45.77,85.47,0,5,2,65.08,20,14,5,2,54.97,Medium,Post-Graduate,6835,2,High,High
5564,10,Male,6,B,79.27,88.06,45.66,89.87,1,19,0,51.28,6,0,0,0,90.54,Low,Graduate,3518,3,High,High
5565,17,Male,6,B,77.77,30.32,61.17,77.62,1,17,3,86.43,18,10,6,3,53.47,High,Graduate,8351,0,Medium,High
5566,12,Female,7,A,52.58,80.54,73.96,35.5,0,7,2,98.96,30,12,2,4,76.41,High,Graduate,9167,1,Medium,High
5567,14,Female,11,C,63.11,68.15,71.81,49.32,1,5,1,86.39,32,15,5,2,86.53,High,Post-Graduate,9309,3,Medium,Low
5568,11,Male,11,B,50.82,44.66,80.21,60.96,1,7,3,54.2,27,1,9,2,82.05,High,High School,6416,3,Medium,High
5569,12,Other,11,D,81.16,30.91,29.12,46.96,1,2,1,81.5,49,15,7,0,78.29,Low,Graduate,8776,2,High,Low
5570,16,Female,9,B,88.97,50.37,61.59,96.42,1,3,0,91.44,20,10,7,3,62.52,Medium,Post-Graduate,2079,3,Medium,Low
5571,13,Female,10,D,92.94,55.31,60.51,84.55,1,5,2,58.07,37,8,7,3,65.81,Medium,Illiterate,9910,3,Medium,High
5572,13,Female,6,A,42.17,31.26,95.99,83.92,1,16,2,99.04,2,11,7,1,67.93,Medium,Illiterate,3368,0,High,High
5573,15,Male,7,D,78.65,73.61,93.46,48.89,1,0,1,81.18,43,3,2,4,82.78,Medium,Illiterate,5291,2,Medium,Low
5574,10,Male,8,C,97.41,44.57,80.03,80.39,1,14,3,99.1,20,1,7,4,83.99,High,Post-Graduate,7087,0,Medium,High
5575,17,Other,8,A,75.54,84.48,90.15,69.12,1,14,3,81.51,10,5,1,0,58.76,Medium,High School,8781,3,Medium,High
5576,13,Other,9,A,54.57,71.87,79.65,50.02,1,11,3,83.43,38,11,5,0,51.14,Medium,Graduate,6870,2,Medium,High
5577,12,Other,6,B,74.52,44.84,77.64,44.66,1,5,0,87.98,45,4,3,0,53.69,Low,Graduate,8241,3,Medium,Low
5578,13,Other,10,A,78.19,48.8,37.26,83.11,1,19,2,90.19,26,17,1,3,84.16,Medium,High School,3111,3,Medium,High
5579,17,Male,6,A,57.79,95.37,69.38,67.74,1,4,0,93.92,34,0,4,2,54.74,Medium,High School,2503,1,High,Low
5580,17,Female,11,D,37.28,95.85,93.28,22.96,1,6,1,87.6,20,1,2,2,65.62,Medium,Graduate,8711,1,Medium,High
5581,17,Male,8,B,72.47,53.47,80.01,21.74,1,7,2,72.97,30,11,4,2,77.53,High,High School,6577,3,High,High
5582,12,Other,6,C,86.15,74.33,68.38,87.36,1,9,2,62.69,7,9,8,4,77.58,Medium,Graduate,9533,3,High,High
5583,11,Female,8,B,99.83,98.4,40.65,27.19,1,6,3,69.86,31,0,2,2,76.88,High,High School,8152,0,High,High
5584,15,Female,7,C,45.61,99.52,74.29,61.55,1,6,0,95.99,22,4,0,4,95.99,Low,High School,9726,0,High,High
5585,10,Female,7,D,79.03,25.77,47.76,68.69,1,13,1,93.15,36,9,2,1,72.18,High,Graduate,2077,0,High,Low
5586,13,Male,8,A,31.96,64.28,25.22,93.28,1,3,1,68.12,2,15,8,1,58.3,High,Graduate,8684,3,Low,High
5587,12,Male,10,A,97.89,78.13,39.15,61.16,1,9,0,71.16,9,13,7,2,52.73,Medium,High School,7418,1,Medium,High
5588,14,Female,10,B,30.88,34.95,51.14,35.52,1,12,3,64.71,22,19,0,1,75.69,Medium,High School,4486,2,High,High
5589,10,Female,6,B,55.12,85.75,99.73,40.85,1,6,1,81.1,38,4,9,0,80.28,Low,Illiterate,7016,1,High,Low
5590,11,Male,8,B,35.35,57.48,80.81,23.91,1,2,1,68.0,4,18,0,1,78.88,High,High School,9180,3,Low,High
5591,12,Female,9,A,73.47,59.82,42.37,37.76,1,4,0,90.17,45,8,6,0,59.6,Medium,High School,3100,0,High,Low
5592,16,Female,10,A,53.76,41.95,80.99,85.21,1,17,0,73.8,42,2,5,1,52.13,Medium,Illiterate,9278,2,Medium,High
5593,16,Male,10,D,81.31,44.01,48.61,80.55,1,6,2,61.01,39,11,2,2,93.84,High,High School,5824,1,Low,High
5594,15,Male,11,C,64.05,26.73,68.63,26.56,1,5,1,72.29,2,6,3,2,72.25,High,High School,2258,2,Low,High
5595,15,Female,7,B,59.36,94.52,81.17,58.37,1,7,1,86.76,37,8,3,0,55.3,Low,Graduate,9741,1,High,Low
5596,11,Female,10,A,54.4,50.55,79.27,44.15,1,6,2,72.69,48,13,8,1,83.01,High,Graduate,2487,0,Medium,High
5597,11,Female,10,C,36.03,32.98,31.2,72.0,1,19,3,78.6,43,0,9,0,82.64,High,Graduate,4159,0,High,High
5598,15,Female,11,B,44.34,31.39,86.04,96.91,1,10,3,95.7,3,9,9,0,80.65,Low,Graduate,9431,2,Medium,High
5599,13,Male,10,B,74.74,52.59,93.84,70.45,1,9,0,85.65,10,15,5,3,61.61,High,Illiterate,2390,0,High,Low
5600,13,Female,11,C,64.77,70.58,38.67,79.66,1,5,1,99.84,10,6,3,3,92.5,High,Graduate,4672,1,Low,Low
5601,12,Male,8,C,34.91,82.22,46.35,51.85,1,17,3,53.83,47,16,1,0,54.39,High,High School,9906,1,Low,High
5602,14,Male,8,C,68.08,93.97,95.06,22.62,1,5,0,87.52,18,16,9,4,55.85,Low,Graduate,4532,2,Medium,Low
5603,12,Female,7,A,33.79,70.86,98.69,53.45,1,9,3,86.63,3,4,9,2,69.25,Medium,Graduate,7728,1,Medium,High
5604,14,Other,6,D,65.82,53.65,56.28,60.86,1,8,3,55.44,31,3,4,2,94.98,Medium,Graduate,6998,2,Medium,High
5605,11,Male,11,B,97.55,53.76,22.76,59.41,1,7,1,98.3,30,8,1,2,91.12,High,Graduate,4494,0,Low,Low
5606,10,Male,10,B,51.51,65.95,94.63,38.68,1,11,3,92.26,44,3,0,2,95.45,Medium,Graduate,6581,2,High,High
5607,12,Female,6,C,80.65,63.04,22.03,58.0,1,9,0,75.58,35,14,0,3,85.04,Low,Illiterate,9068,2,High,Low
5608,12,Female,8,A,82.19,71.27,46.42,77.44,1,11,2,61.02,17,3,5,3,81.08,Medium,Graduate,4610,0,High,High
5609,14,Female,10,C,58.34,60.27,27.18,44.92,1,17,1,59.32,49,19,8,0,89.19,High,Graduate,7101,1,Medium,High
5610,17,Female,6,A,71.53,24.72,60.94,70.72,1,18,2,56.38,32,19,4,4,59.99,Medium,Graduate,7480,1,High,High
5611,11,Female,11,D,63.04,60.06,23.01,32.26,1,13,0,59.67,2,8,8,0,55.57,Medium,Graduate,3371,3,Low,High
5612,11,Female,11,B,49.84,21.8,38.03,42.24,1,12,3,96.24,5,1,3,4,96.52,High,High School,6907,1,High,High
5613,16,Male,6,B,82.83,34.45,56.71,90.71,1,6,1,81.75,9,11,5,1,91.88,High,High School,8036,2,High,Low
5614,17,Male,11,A,79.2,50.99,25.93,70.13,1,7,3,56.23,42,7,2,4,71.07,Medium,Graduate,6481,0,Medium,High
5615,14,Male,9,D,93.04,64.1,58.43,26.87,0,14,3,96.08,18,3,6,4,88.91,Low,High School,6269,3,Medium,High
5616,11,Female,8,D,73.27,34.79,41.21,41.17,1,8,2,52.69,0,4,3,2,75.5,Medium,Illiterate,5866,0,Medium,High
5617,17,Other,7,B,57.21,42.1,41.35,99.52,1,2,0,70.45,44,13,5,4,50.82,Low,Post-Graduate,6100,1,High,High
5618,15,Female,7,B,79.98,49.94,94.96,41.61,1,4,2,87.13,34,0,5,4,50.76,Medium,Post-Graduate,5805,1,High,High
5619,17,Male,9,C,73.33,35.78,75.22,66.44,1,3,3,91.1,12,0,3,4,73.64,Low,Graduate,4640,1,High,High
5620,13,Male,6,A,73.16,99.9,94.36,64.03,1,19,3,92.16,32,17,1,2,79.31,High,Graduate,6031,2,High,High
5621,16,Male,11,B,89.49,84.38,66.06,52.19,1,19,0,97.26,19,5,1,2,91.14,High,Graduate,4900,1,Low,Low
5622,15,Male,9,D,93.73,84.87,92.57,22.7,0,5,3,63.39,8,1,5,0,79.49,High,Illiterate,9100,0,Medium,High
5623,10,Female,9,D,42.62,65.51,86.99,42.75,1,7,2,69.12,9,15,8,3,79.66,High,Graduate,6425,0,High,High
5624,12,Other,11,B,51.98,96.91,99.83,96.27,1,2,0,81.7,33,19,5,2,99.84,High,High School,3207,1,Low,Low
5625,16,Other,8,D,75.52,78.58,60.25,21.54,1,3,0,93.83,18,18,8,3,50.08,High,High School,6628,3,Medium,Low
5626,10,Female,11,A,69.01,46.47,75.69,77.25,1,16,1,80.05,14,4,1,2,67.43,High,Graduate,3281,1,Low,Low
